Gene type	Gene name
unprocessed_pseudogene	GOLGA8M
protein_coding	NSMCE3
protein_coding	CHRFAM7A
protein_coding	GOLGA8T
protein_coding	ARHGAP11B
protein_coding	CHRNA7
protein_coding	ARHGAP11B
protein_coding	ARHGAP11A
protein_coding	GOLGA8Q
protein_coding	RRP1B
protein_coding	TRPM1
protein_coding	STOML3
protein_coding	GOLGA8N
protein_coding	SINHCAF
protein_coding	SCG5
protein_coding	ATP11A
protein_coding	IL10RB
lncRNA	SCG5-AS1
lncRNA	GREM1-AS1
protein_coding	GREM1
protein_coding	TJP1
lncRNA	LINC01899
protein_coding	NEK3
protein_coding	IFNAR2
protein_coding	GOLGA8J
protein_coding	GREM1
protein_coding	CHRNA7
protein_coding	FAN1
protein_coding	RPS17
lncRNA	LINC01539
protein_coding	SCG5
protein_coding	MTMR10
protein_coding	CPEB1
protein_coding	KLF13
protein_coding	UTP4
lncRNA	CEP192-DT
protein_coding	SCAF4
protein_coding	ZDHHC20
protein_coding	HS3ST6
lncRNA	MEIOB
lncRNA	LINC02124
protein_coding	ARL11
protein_coding	UFM1
protein_coding	DECR2
lncRNA	LINC01478
protein_coding	RAB11FIP3
protein_coding	MICU2
protein_coding	CTRB2
protein_coding	CTRB1
lncRNA	LINC00235
lncRNA	CAPN15
protein_coding	ZG16B
protein_coding	PRSS22
protein_coding	GTF2F2
lncRNA	LINC01900
lncRNA	GATA6-AS1
protein_coding	RXFP2
protein_coding	SOHLH2
lncRNA	SNHG22
protein_coding	INTS6
lncRNA	LIVAR
lncRNA	LINC02582
protein_coding	AIRE
lncRNA	ZNF516-AS1
protein_coding	KRTAP17-1
protein_coding	CLDN14
protein_coding	KRT33A
protein_coding	KRT33B
protein_coding	KRT31
protein_coding	KRT37
lncRNA	LINC01902
protein_coding	KRT34
protein_coding	KRTAP2-3
protein_coding	KRTAP2-4
protein_coding	CCL18
protein_coding	KRTAP4-11
protein_coding	KRTAP4-5
protein_coding	KRTAP4-4
protein_coding	KRTAP4-8
protein_coding	KRTAP16-1
protein_coding	KRTAP4-2
protein_coding	KRTAP9-3
protein_coding	KRTAP9-8
protein_coding	KRTAP9-4
protein_coding	KRTAP29-1
protein_coding	KRTAP4-6
protein_coding	KRTAP4-9
protein_coding	CCL3
protein_coding	KRTAP4-7
protein_coding	KRTAP2-2
protein_coding	IFNAR1
protein_coding	CCL4
unprocessed_pseudogene	TBC1D3B
protein_coding	TBC1D3B
protein_coding	FARP1
protein_coding	TBC1D3I
protein_coding	SERPINF1
protein_coding	SCARF1
protein_coding	IFI27
lncRNA	KDSR-DT
protein_coding	PPP4R4
lncRNA	LINC02091
protein_coding	RPH3AL
protein_coding	TLCD2
lncRNA	ST8SIA5-DT
protein_coding	WDR81
lncRNA	MIR924HG
protein_coding	B3GALT5
protein_coding	MOAP1
protein_coding	SERPINA6
protein_coding	BTBD7
protein_coding	DOC2B
protein_coding	SLC43A2
lncRNA	RPH3AL-AS2
lncRNA	LINC02887
protein_coding	ATP5PF
protein_coding	UNC79
protein_coding	RILP
lncRNA	MIR22HG
protein_coding	PRPF8
lncRNA	LINC01927
protein_coding	KRT31
protein_coding	KRT33A
protein_coding	KRT37
protein_coding	KRTAP16-1
protein_coding	SERPINA10
protein_coding	KRT34
protein_coding	KRTAP17-1
protein_coding	KRT33B
lncRNA	DSG1-AS1
lncRNA	DSG2-AS1
lncRNA	LINC02833
lncRNA	ITPK1-AS1
protein_coding	METRNL
protein_coding	ASB2
protein_coding	SERPINF2
protein_coding	TBCD
protein_coding	ITPK1
protein_coding	PARP4
lncRNA	LINC01029
protein_coding	OTUB2
protein_coding	TTC3
lncRNA	TWSG1-DT
protein_coding	COX8C
protein_coding	CHGA
lncRNA	LINC01896
protein_coding	GON7
protein_coding	SERPINA1
lncRNA	LINC01255
protein_coding	SERPINA2
protein_coding	ABR
protein_coding	DNMT3L
lncRNA	AQP4-AS1
protein_coding	WDFY2
protein_coding	SGPP1
lncRNA	DLGAP1-AS5
protein_coding	FTCD
lncRNA	ABR-AS1
protein_coding	TRARG1
protein_coding	NXN
lncRNA	MIR4527HG
protein_coding	YWHAE
protein_coding	TIMM22
protein_coding	NXN
lncRNA	GREB1L-DT
protein_coding	CHAMP1
protein_coding	ABR
protein_coding	NUDT15
protein_coding	MEDAG
protein_coding	SUCLA2
protein_coding	MEGF11
protein_coding	KRTAP9-2
protein_coding	KRTAP9-4
protein_coding	KRTAP9-9
protein_coding	KRTAP9-6
protein_coding	KRTAP9-7
protein_coding	KRTAP29-1
lncRNA	LINC00305
protein_coding	TIMM22
lncRNA	LINC01630
lncRNA	MAPT-IT1
protein_coding	MAPT
protein_coding	HS6ST3
lncRNA	LINC02864
protein_coding	CRYL1
protein_coding	PLEKHM1
protein_coding	SEPTIN9
protein_coding	ARHGAP27
protein_coding	RNASEH2B
lncRNA	PATL2
lncRNA	LINC01887
protein_coding	B2M
protein_coding	KANSL1
lncRNA	LINC01387
lncRNA	ATP8B1-AS1
protein_coding	KRT12
protein_coding	KRT20
protein_coding	KRT23
protein_coding	SPPL2C
lncRNA	MAPT-AS1
protein_coding	KRT39
protein_coding	KRT40
protein_coding	NSF
protein_coding	KRTAP3-3
protein_coding	KRTAP3-2
protein_coding	KRTAP3-1
protein_coding	KRTAP1-5
protein_coding	KRTAP1-4
protein_coding	KRTAP1-3
protein_coding	KRTAP1-1
protein_coding	KRTAP2-1
protein_coding	KRTAP2-3
protein_coding	KRTAP2-4
protein_coding	PDE9A
protein_coding	KRTAP4-8
protein_coding	LPCAT4
protein_coding	KRTAP4-9
protein_coding	KRTAP4-11
protein_coding	GOLGA8A
protein_coding	STH
protein_coding	NOP10
protein_coding	CRHR1
lncRNA	LINC02979
protein_coding	WNT3
lncRNA	MIR122HG
protein_coding	TRIM13
protein_coding	SLC39A11
protein_coding	SKA1
lncRNA	MAPK4
lncRNA	WDR7-OT1
lncRNA	LINC02565
lncRNA	LINC00526
protein_coding	DEFB129
lncRNA	LINC00667
protein_coding	DEFB125
protein_coding	INSM1
protein_coding	DEFB128
protein_coding	DEFB126
protein_coding	OLFM4
protein_coding	COMMD6
protein_coding	SCRT2
protein_coding	DEFB127
protein_coding	DEFB115
protein_coding	DSC1
lncRNA	LINC01734
protein_coding	MC3R
protein_coding	NBEA
miRNA	MIR187
lncRNA	LINC00687
lncRNA	COSMOC
lncRNA	PHACTR3-AS1
lncRNA	LINC01056
lncRNA	NKILA
lncRNA	LINC02970
protein_coding	DSEL
protein_coding	ATP12A
miRNA	MIR1-1
protein_coding	CXXC1
protein_coding	SERPINE3
lncRNA	LINC01711
miRNA	MIR296
miRNA	MIR298
protein_coding	ITGBL1
protein_coding	OTOR
protein_coding	R3HDML
lncRNA	FLJ16779
protein_coding	XKR7
protein_coding	FAM83C
protein_coding	CTDP1
protein_coding	AVP
protein_coding	FOXS1
protein_coding	ATP9B
miRNA	MIR6869
lncRNA	LINC01896
protein_coding	PRND
lncRNA	PRNT
protein_coding	SCEL
protein_coding	MAFB
protein_coding	SPINT3
protein_coding	EPPIN-WFDC6
lncRNA	SLCO4A1-AS2
protein_coding	ZCCHC3
protein_coding	CTAGE1
protein_coding	MOCS3
protein_coding	SOX12
protein_coding	WFDC13
protein_coding	SPINT4
protein_coding	CSTL1
lncRNA	PARAL1
protein_coding	OCSTAMP
protein_coding	GCNT7
protein_coding	TAF4
miRNA	MIR499A
protein_coding	BPIFB4
lncRNA	LINC01896
protein_coding	ATP9B
protein_coding	BPIFA2
lncRNA	ZNRF3-IT1
protein_coding	CACNA1I
miRNA	MIR644A
protein_coding	SETBP1
protein_coding	DEFB121
protein_coding	WFDC12
protein_coding	DEFB116
protein_coding	DEFB118
protein_coding	KIR2DL3
protein_coding	NPBWR2
protein_coding	KIR3DL2
protein_coding	SSTR4
protein_coding	THBD
protein_coding	ABHD16B
lncRNA	UCKL1-AS1
protein_coding	LMAN1
lncRNA	LIF-AS2
protein_coding	PKDREJ
lncRNA	GS1-600G8.3
lncRNA	LINC00489
lncRNA	SCUBE1-AS1
lncRNA	SLC5A4-AS1
protein_coding	RFPL3
transcribed_unitary_pseudogene	FER1L4
lncRNA	LINC01283
protein_coding	MIB1
protein_coding	KIR2DL4
protein_coding	PIGP
processed_pseudogene	PYY3
protein_coding	PPP1R3D
protein_coding	ITIH6
lncRNA	LINC01706
protein_coding	MTCL1
protein_coding	AKAP4
lncRNA	LARGE-IT1
protein_coding	ZNF516
lncRNA	SPIN4-AS1
miRNA	MIR185
lncRNA	LINC01722
protein_coding	GRP
protein_coding	KIR2DL3
miRNA	MIR33A
protein_coding	KIR2DL1
miRNA	MIR3909
protein_coding	CRYAA
protein_coding	STARD6
miRNA	MIR301B
miRNA	MIR130B
protein_coding	TRPM2
protein_coding	ZNF521
protein_coding	KIR2DL4
protein_coding	CEBPB
lncRNA	PELATON
protein_coding	NOMO1
protein_coding	CCL23
protein_coding	NDC80
lncRNA	LINC01270
protein_coding	SEC14L2
lncRNA	BMP7-AS1
protein_coding	TBC1D3G
lncRNA	LINC01370
protein_coding	POU3F4
protein_coding	PPP1R2C
protein_coding	CCL16
protein_coding	KIR3DL1
protein_coding	DDX52
protein_coding	OTUD6A
lncRNA	MCM8-AS1
lncRNA	LINC00686
protein_coding	KIR2DL1
protein_coding	MAGEC2
protein_coding	RRN3
protein_coding	KIR2DS4
protein_coding	TFDP3
protein_coding	TBC1D3K
lncRNA	PANK2-AS1
lncRNA	EPB41L1-AS1
protein_coding	TSSK2
protein_coding	KIR2DL4
lncRNA	LINC01282
protein_coding	DOK6
lncRNA	LHX1-DT
protein_coding	LYZL6
lncRNA	SCP2D1-AS1
protein_coding	AMER1
protein_coding	RSPH1
protein_coding	MRPL45
protein_coding	PARN
protein_coding	KIR3DL1
protein_coding	TBC1D3L
protein_coding	SPATC1L
protein_coding	ACACA
protein_coding	CELF4
protein_coding	H1-0
protein_coding	RIMBP3C
lncRNA	FAM226B
protein_coding	WDR4
protein_coding	KIR2DS4
IG_V_gene	IGLV6-57
lncRNA	FAM242B
protein_coding	KIR3DL2
lncRNA	EOLA1-DT
IG_V_gene	IGLV1-51
lncRNA	HNF4A-AS1
protein_coding	PLA2G10
lncRNA	R3HDML-AS1
IG_V_gene	IGLV1-47
lncRNA	MACROD2-AS1
IG_V_gene	IGLV1-44
IG_V_gene	IGLV7-43
IG_V_gene	IGLV1-40
protein_coding	GLUD2
protein_coding	APOL5
protein_coding	NAP1L3
protein_coding	OR11H1
miRNA	MIRLET7B
protein_coding	CEP20
lncRNA	LINC02557
miRNA	MIR188
miRNA	MIR362
miRNA	MIR501
miRNA	MIR223
miRNA	MIR361
processed_pseudogene	UQCRFS1P1
lncRNA	SLCO4A1-AS1
miRNA	MIR320D2
IG_V_gene	IGLV3-27
miRNA	MIR892B
IG_V_gene	IGLV3-25
IG_V_gene	IGLV2-23
protein_coding	KIR2DL3
miRNA	MIR506
miRNA	MIR508
IG_V_gene	IGLV3-21
miRNA	MIR509-1
IG_V_gene	IGLV3-19
protein_coding	KIR2DL1
IG_V_gene	IGLV2-14
protein_coding	H2AB3
protein_coding	MCHR1
protein_coding	OPN1LW
protein_coding	KIR2DL4
protein_coding	OPN1MW
protein_coding	TTLL8
protein_coding	RIMBP3B
protein_coding	TBX1
protein_coding	PAXBP1
lncRNA	FRMPD4-AS1
protein_coding	MN1
protein_coding	GSTT2
miRNA	MIR766
lncRNA	NHS-AS1
lncRNA	LINC00659
protein_coding	F8A3
protein_coding	RBMXL3
protein_coding	KIR3DL1
lncRNA	OGFR-AS1
IG_V_gene	IGLV2-8
IG_V_gene	IGLV3-1
IG_C_gene	IGLC1
IG_C_gene	IGLC2
protein_coding	SOX3
IG_C_gene	IGLC3
protein_coding	KIR2DL3
IG_C_pseudogene	IGLC6
IG_C_gene	IGLC7
transcribed_unprocessed_pseudogene	BCRP3
protein_coding	KIR2DL4
transcribed_unprocessed_pseudogene	GGT3P
protein_coding	ABCC6
protein_coding	KIR2DS4
miRNA	MIR98
protein_coding	DUSP21
protein_coding	KIR3DL1
protein_coding	DLGAP1
protein_coding	GPR101
protein_coding	MYO19
transcribed_unprocessed_pseudogene	RRP7BP
protein_coding	UBQLN2
processed_pseudogene	FRMD8P1
protein_coding	MPV17L
lncRNA	GK-AS1
protein_coding	KIR2DS4
protein_coding	RIMBP3
protein_coding	NTAN1
protein_coding	WASH6P
protein_coding	KIR3DL2
transcribed_unprocessed_pseudogene	GUSBP11
protein_coding	RFPL1
lncRNA	ZFX-AS1
protein_coding	IRS4
protein_coding	GART
lncRNA	LINC01718
protein_coding	BMERB1
protein_coding	CTAG1A
lncRNA	SELENOO-AS1
protein_coding	SRPX2
lncRNA	RNF185-AS1
protein_coding	PCGF2
protein_coding	BFAR
protein_coding	EPG5
protein_coding	MLLT6
miRNA	MIR505
protein_coding	NDE1
protein_coding	RNF113A
protein_coding	FTHL17
lncRNA	DMD-AS3
protein_coding	GSPT2
protein_coding	ZNHIT3
lncRNA	MIR663AHG
protein_coding	MARF1
protein_coding	KIR2DL3
protein_coding	KIR2DL1
protein_coding	RIOK3
lncRNA	SEZ6L-AS1
protein_coding	TADA2A
lncRNA	SCUBE1-AS2
protein_coding	KIR3DL1
protein_coding	KIR2DL3
protein_coding	KIR2DL4
lncRNA	MIATNB
protein_coding	ABCC1
protein_coding	H2AB1
protein_coding	F8A1
protein_coding	MRM1
protein_coding	UBE2L5
protein_coding	KIR2DL1
protein_coding	GUCY2F
protein_coding	F10
protein_coding	GGNBP2
protein_coding	KIR2DL4
protein_coding	KCNE5
protein_coding	H2AB2
protein_coding	F8A2
protein_coding	KIR3DL1
protein_coding	ARSH
protein_coding	PGAM4
transcribed_processed_pseudogene	DUXAP8
protein_coding	CCL15
protein_coding	GPR119
protein_coding	PIP4K2B
lncRNA	LINC02967
lncRNA	MIF-AS1
protein_coding	NPIPA1
miRNA	MIR224
processed_pseudogene	FXYD6P3
lncRNA	LINC00899
protein_coding	AATF
protein_coding	NOMO3
protein_coding	OR13H1
protein_coding	SPACA5B
protein_coding	OPN1MW2
protein_coding	KIR2DS4
protein_coding	CCT8L2
protein_coding	TBC1D3H
protein_coding	ACTRT1
protein_coding	CTAG1B
protein_coding	CTAG2
protein_coding	IPO5
protein_coding	MPC1L
protein_coding	CCL4
unprocessed_pseudogene	NPEPPSP1
protein_coding	SOCS7
lncRNA	MIAT
lncRNA	MAGEA6-DT
protein_coding	EPOP
miRNA	MIR503
miRNA	MIR424
protein_coding	ATXN3L
protein_coding	CNGA2
protein_coding	PMAIP1
protein_coding	RS1
lncRNA	PHKA2-AS1
lncRNA	LARGE-AS1
protein_coding	KIR2DL4
protein_coding	MYH11
protein_coding	HEATR9
lncRNA	LINC01747
unprocessed_pseudogene	KIR2DS4
protein_coding	KIR2DL3
protein_coding	USP26
lncRNA	TMSB15B-AS1
lncRNA	MIR1-1HG
protein_coding	LPIN2
protein_coding	DGAT2L6
protein_coding	POSTN
protein_coding	AWAT1
protein_coding	KIR3DL1
lncRNA	TTC28-AS1
protein_coding	P2RY4
protein_coding	TRPC5
protein_coding	KIR2DL1
protein_coding	CCL18
lncRNA	CRMA
protein_coding	HNF1B
protein_coding	KIR3DL2
lncRNA	NOL4L-DT
protein_coding	KIR3DL1
protein_coding	MAGEA1
miRNA	MIR1298
miRNA	MIR448
lncRNA	CDR1
unprocessed_pseudogene	SAGE2P
protein_coding	MBD2
lncRNA	RALY-AS1
protein_coding	OPN1MW3
protein_coding	PIGW
protein_coding	CCL5
protein_coding	SRCIN1
protein_coding	ATP5F1A
protein_coding	DUSP14
protein_coding	KIR2DL3
transcribed_unprocessed_pseudogene	NXF5
protein_coding	GPR179
protein_coding	CISD3
lncRNA	NXF5
protein_coding	LHX1
protein_coding	CCL3
transcribed_unprocessed_pseudogene	MAGEA5P
protein_coding	KIR2DL4
miRNA	MIR504
protein_coding	GLRA2
protein_coding	KIR2DS4
protein_coding	NCR1
protein_coding	KIR3DL2
lncRNA	LINC00654
lncRNA	FTX
protein_coding	KIR2DL1
lncRNA	LINC01640
protein_coding	KIR2DL3
protein_coding	KIR2DL1
lncRNA	NORAD
lncRNA	LNCNEF
lncRNA	KCNK15-AS1
protein_coding	KIR2DL4
lncRNA	LINC00207
lncRNA	HAR1A
lncRNA	PCAT14
protein_coding	CWC25
lncRNA	SNAP25-AS1
lncRNA	RFPL3S
protein_coding	NPC1
protein_coding	KIR3DL1
protein_coding	XPO4
lncRNA	UFD1-AS1
protein_coding	CCL14
miRNA	MIR421
protein_coding	MMP28
miRNA	MIR545
protein_coding	ZCCHC13
lncRNA	TSIX
protein_coding	KIR2DS4
protein_coding	TKTL1
lncRNA	LAMA5-AS1
protein_coding	TBC1D3B
protein_coding	TAF15
protein_coding	KIR2DL3
protein_coding	UBE2NL
miRNA	MIR20B
protein_coding	KIR2DL1
miRNA	MIR18B
miRNA	MIR106A
protein_coding	CRLF2
miRNA	MIR105-1
transcribed_processed_pseudogene	NAP1L6P
lncRNA	NAP1L6P
lncRNA	TFIP11-DT
lncRNA	HORMAD2-AS1
protein_coding	CBS
protein_coding	CES1
protein_coding	KIR2DL4
protein_coding	KIR2DL3
protein_coding	USP27X
lncRNA	CASK-AS1
lncRNA	MAGEA3-DT
protein_coding	DHRS11
protein_coding	PPP4R3C
protein_coding	BMP15
lncRNA	LINC00261
lncRNA	LINC01644
protein_coding	ARHGAP23
protein_coding	KIR3DL2
protein_coding	TXNL4A
protein_coding	TBC1D3I
protein_coding	CDH19
lncRNA	LINC01310
protein_coding	PSMB3
protein_coding	TBC1D3F
lncRNA	ATP6AP1-DT
protein_coding	METTL21C
protein_coding	GRTP1
protein_coding	RAX
lncRNA	LINC00237
lncRNA	LINC01428
lncRNA	ASMTL-AS1
protein_coding	MBNL2
lncRNA	LINC01742
lncRNA	ZFAS1
protein_coding	KIR2DS4
protein_coding	KIR3DL1
lncRNA	MIRLET7BHG
lncRNA	IRS4-AS1
protein_coding	KIR2DL1
protein_coding	KIR2DS4
protein_coding	KIR3DL2
protein_coding	KIR2DL1
protein_coding	KIR2DL4
protein_coding	KIR2DL4
protein_coding	KIR2DL3
protein_coding	NCR1
lncRNA	LINC01639
protein_coding	KIR3DL1
protein_coding	ABCC4
lncRNA	LINC00106
lncRNA	ZNRF3-AS1
lncRNA	LINC02885
lncRNA	MIR646HG
protein_coding	KIR3DL2
lncRNA	LINC01634
lncRNA	LINC02243
protein_coding	ATP9B
protein_coding	KIR2DL1
protein_coding	NCR1
lncRNA	TRABD-AS1
lncRNA	LINC01311
protein_coding	GLIS2
protein_coding	KIR2DL4
protein_coding	VASN
lncRNA	NCF4-AS1
protein_coding	KIR3DL2
lncRNA	LINC01281
lncRNA	EPIC1
protein_coding	HMOX2
protein_coding	KIR2DS4
protein_coding	KIR2DL4
protein_coding	KIR3DL1
lncRNA	LINC00898
lncRNA	LINC01278
protein_coding	KIR2DL3
protein_coding	KIR3DL2
protein_coding	PAM16
protein_coding	KIR2DL1
protein_coding	DNAJA3
lncRNA	LINC01315
protein_coding	CLN5
lncRNA	LINC02925
protein_coding	KIR2DS4
protein_coding	NCR1
lncRNA	NUP50-DT
protein_coding	KIR2DL4
protein_coding	KIR3DL1
protein_coding	TBC1D4
lncRNA	PTPRT-DT
protein_coding	CDIP1
protein_coding	KIR3DL2
protein_coding	CORO7
lncRNA	LINC01271
protein_coding	NCR1
protein_coding	KIR3DL2
lncRNA	NKX2-2-AS1
protein_coding	NAXD
protein_coding	KIR2DL3
protein_coding	KIR2DL1
protein_coding	DYNAP
protein_coding	CEP76
protein_coding	KIR2DL4
protein_coding	KIR2DS4
lncRNA	TRERNA1
protein_coding	KIR3DL1
protein_coding	KIR3DL1
protein_coding	DNAJC3
protein_coding	KIR2DL4
protein_coding	KIR2DL3
protein_coding	THSD1
protein_coding	COL18A1
lncRNA	MYO18B-AS1
protein_coding	KIR2DL1
lncRNA	SPANXA2-OT1
protein_coding	KCNRG
protein_coding	KATNAL2
protein_coding	KIR3DL1
protein_coding	KIR2DS4
protein_coding	KIR2DL4
protein_coding	KIR3DL2
protein_coding	FNDC3A
protein_coding	CMTR2
protein_coding	CALB2
protein_coding	KIR2DS4
protein_coding	KIR3DL2
lncRNA	FAM230J
lncRNA	LINC00229
lncRNA	EFCAB6-AS1
protein_coding	TUBB6
protein_coding	KIR3DL1
lncRNA	LINC01665
lncRNA	LINC02559
lncRNA	FAM182B
lncRNA	PDXP-DT
protein_coding	SERP2
protein_coding	GPR183
lncRNA	MIR223HG
protein_coding	BRCA2
protein_coding	KIR3DL2
lncRNA	RPH3AL-AS2
protein_coding	RPH3AL
protein_coding	SERPINB3
protein_coding	KIR2DL3
protein_coding	FBXL3
protein_coding	KIR2DL4
lncRNA	MIR3667HG
protein_coding	KIR2DS4
protein_coding	KIR2DL1
protein_coding	PCID2
protein_coding	SERPINB2
lncRNA	PPM1F-AS1
protein_coding	KIR2DS4
protein_coding	KIR2DL4
protein_coding	USP14
lncRNA	RAP2C-AS1
protein_coding	KIR3DL2
protein_coding	KIR2DL1
lncRNA	SNHG17
protein_coding	KIR3DL2
lncRNA	MAGEA8-AS1
protein_coding	KIR3DL1
lncRNA	LINC01285
protein_coding	RIT2
protein_coding	KIR2DL1
protein_coding	KIR2DL4
lncRNA	MIR503HG
lncRNA	DUXAP8
protein_coding	KIR2DL3
protein_coding	KIR3DL1
protein_coding	ERCC5
protein_coding	HDHD2
lncRNA	XACT
unprocessed_pseudogene	KIR2DS4
lncRNA	SNHG11
lncRNA	LINC01186
protein_coding	MYCBP2
protein_coding	KIR2DL4
lncRNA	RFPL1S
protein_coding	LIPG
protein_coding	EFNB2
protein_coding	KIR3DL2
lncRNA	GUSBP11
protein_coding	KIR2DL3
lncRNA	LINC00269
protein_coding	KIR2DL1
protein_coding	TRAPPC8
protein_coding	KIR2DL4
protein_coding	KIR3DL1
protein_coding	BTG3
protein_coding	SPPL2C
protein_coding	KIR3DL1
protein_coding	WNT3
lncRNA	HCCS-DT
protein_coding	ARHGAP27
protein_coding	KIR3DL2
protein_coding	HELZ2
protein_coding	KIR2DS4
processed_pseudogene	SUMO1P1
protein_coding	KIR2DL4
protein_coding	BPIFB6
lncRNA	MAPT-IT1
protein_coding	HLCS
protein_coding	WNT9B
protein_coding	GFRA4
protein_coding	ADPRHL1
lncRNA	MAPT-AS1
protein_coding	KIR2DL3
lncRNA	LINC02210-CRHR1
protein_coding	KIR2DL1
protein_coding	KIR2DS4
protein_coding	NSF
protein_coding	LIPI
protein_coding	HTR2A
protein_coding	KIR2DL4
protein_coding	SUMO3
protein_coding	CDX2
protein_coding	PLEKHM1
protein_coding	DCLK1
lncRNA	GPR50-AS1
protein_coding	KIR3DL1
protein_coding	RIPPLY3
protein_coding	CRHR1
transcribed_unprocessed_pseudogene	CST9LP1
protein_coding	CST9
protein_coding	PRDM15
lncRNA	FRMPD3-AS1
protein_coding	SERPINB13
lncRNA	DANT2
protein_coding	CST4
protein_coding	LMO7
protein_coding	MOCOS
protein_coding	KIR2DS4
protein_coding	KIR3DL2
protein_coding	KIR2DL3
protein_coding	KIR2DL1
lncRNA	DANT1
lncRNA	LINC00851
lncRNA	CEP250-AS1
protein_coding	KIR3DL2
lncRNA	EP300-AS1
lncRNA	ZNF674-AS1
protein_coding	KIR2DL4
protein_coding	KIR2DS4
protein_coding	KIR3DL1
IG_V_gene	IGLV2-11
protein_coding	KDSR
lncRNA	LINC00528
protein_coding	MAPT
lncRNA	LINC03023
lncRNA	RRP7BP
lncRNA	MHENCR
protein_coding	KIR2DL4
protein_coding	KIR3DL1
protein_coding	WFDC9
lncRNA	EOLA2-DT
protein_coding	SLC19A1
protein_coding	WFDC11
lncRNA	SLC12A5-AS1
snRNA	RNU12
lncRNA	FAM247B
protein_coding	KIR2DS4
protein_coding	KANSL1
lncRNA	LINC03023
protein_coding	APCDD1
lncRNA	LINC01523
protein_coding	WDR7
lncRNA	LINC02154
lncRNA	MAP3K14
protein_coding	SIK1
lncRNA	LINC00494
lncRNA	ADORA2A-AS1
protein_coding	HSF2BP
lncRNA	BCRP3
lncRNA	LINC01456
protein_coding	TSPYL5
protein_coding	SLC39A6
protein_coding	KIR2DL3
protein_coding	KIR2DL4
lncRNA	BCL2L1-AS1
lncRNA	TBC1D22A-DT
protein_coding	STARD13
lncRNA	KLHDC7B-DT
lncRNA	NRSN2-AS1
protein_coding	PRMT2
lncRNA	LINC01181
lncRNA	LAMP5-AS1
protein_coding	KIR2DS4
protein_coding	KIR2DL4
protein_coding	KIR2DL1
protein_coding	CD93
protein_coding	TFAP2C
protein_coding	EZHIP
protein_coding	KIR3DL1
protein_coding	SNAI1
protein_coding	DEFB124
protein_coding	CST8
protein_coding	ATP5MGL
lncRNA	PTCSC1
protein_coding	TARM1
protein_coding	OSCAR
protein_coding	NEDD4L
lncRNA	FAM230B
protein_coding	NDUFA3
protein_coding	TFPT
protein_coding	PRPF31
protein_coding	KIR3DL2
protein_coding	KIR3DL2
protein_coding	TMC2
protein_coding	CNOT3
transcribed_unprocessed_pseudogene	GGT2P
lncRNA	LINC01637
lncRNA	THAP7-AS1
protein_coding	LENG1
protein_coding	SLPI
miRNA	MIR383
protein_coding	MBOAT7
protein_coding	ADNP
protein_coding	TSEN34
protein_coding	RPS9
lncRNA	FIRRE
protein_coding	LILRA5
lncRNA	LINC02912
lncRNA	LINC00208
lncRNA	LINC02886
protein_coding	LILRA4
protein_coding	LAIR1
lncRNA	NDUFA6-DT
miRNA	MIR939
protein_coding	CRNKL1
protein_coding	FLII
protein_coding	CYP2D7
protein_coding	MOS
protein_coding	VPS36
lncRNA	FAM230F
lncRNA	LINC02878
lncRNA	DGCR5
protein_coding	KIR2DL1
protein_coding	KIR2DL4
transcribed_processed_pseudogene	FTH1P19
protein_coding	C8orf44-SGK3
processed_pseudogene	PTTG3P
lncRNA	MED14OS
protein_coding	KIR2DL4
lncRNA	MIR222HG
protein_coding	RFPL2
protein_coding	TNNC2
miRNA	MIR221
miRNA	MIR222
protein_coding	MIEF2
protein_coding	RPA4
protein_coding	CNGB3
lncRNA	XIST
protein_coding	UBE2V1
protein_coding	TOP3A
protein_coding	KIR3DL2
protein_coding	PACSIN2
protein_coding	NKX2-6
protein_coding	ING1
protein_coding	MAFA
protein_coding	KIR3DL2
protein_coding	TGDS
protein_coding	KCNU1
protein_coding	NCR1
protein_coding	SMCR8
protein_coding	ARMCX5-GPRASP2
protein_coding	SHMT1
lncRNA	LINC00630
protein_coding	USP17L7
lncRNA	LINC02076
protein_coding	DEFB135
protein_coding	IL17D
protein_coding	NLRP7
protein_coding	ATP8A2
protein_coding	NLRP2
protein_coding	LGALS9C
protein_coding	GP6
protein_coding	RAB40AL
protein_coding	RDH13
lncRNA	LINC00632
lncRNA	FAM83A-AS2
protein_coding	FABP9
protein_coding	SLC10A5
lncRNA	GPAT4-AS1
protein_coding	USP17L2
protein_coding	RUBCNL
protein_coding	NLRP2B
lncRNA	ERICD
miRNA	MIR151A
protein_coding	CLDN34
protein_coding	UBAC2
lncRNA	HCFC1-AS1
lncRNA	PEG13
lncRNA	LINC00892
protein_coding	ZNF430
protein_coding	RRS1
protein_coding	KRTAP29-1
protein_coding	KRTAP9-2
protein_coding	KRTAP9-3
protein_coding	KRTAP9-4
protein_coding	KRTAP9-9
protein_coding	USP17L1
protein_coding	USP17L4
protein_coding	DEFB103B
protein_coding	DEFB104B
protein_coding	SPRY2
protein_coding	DEFB106B
protein_coding	DEFB107B
protein_coding	NLRP2
protein_coding	DEFB107A
protein_coding	TM9SF2
protein_coding	DEFB105A
protein_coding	DEFB106A
lncRNA	LINC01560
protein_coding	CNOT3
protein_coding	DEFB104A
protein_coding	DEFB103A
protein_coding	NAP1L2
lncRNA	LINC01201
